Reaction,Flux
DKMPPDa,0.0
CITMALS,0.028477452725631895
CYSST,0.0
4MOPDH1,0.0
4MOPDH2,0.0
3MOPDH1,0.0
3MOPDH2,0.0
OGLYCOS,0.0
OACPN6OT,0.0
PN6OLST,0.0
OACPSST,0.0
LPACPN6LPT,0.0
LPTAYYLT,0.0
LPPROTL,0.0
SERSECTRSm,0.0
SERSECTRS,0.0
APCADVS,0.0
SLD,0.0
DOLPMT5,0.0
IND3ACS,0.0
16MANASE,0.0
AGPGAT,0.0
AGPGS,0.0
MLCLPNAT,0.0
CLPNAH,0.0
DAHSS,0.0
Coq1,0.0
TRNADHUS,0.0
STEROLS,0.001508335301203259
GLYCERIDES,0.002301429775566533
LIPIDS,0.003164782419645948
PI1456PP,0.0
ALTOX,0.0
G15LACH,0.0
L_LACDm,0.0
PMTCOAtr,0.0
ACter,0.0
PIt2er,0.0
ATPter,0.0
ADPter,0.0
PTD1INOter,0.0
CDPter,0.0
UDPGLCtr,0.0
CTPter,0.0
ATPter_H,0.0
GDPMANter,0.0
H2O2ter,0.0
LCYSTINter,0.0
UMPter,0.0
NO3t,0.0
ACPt,0.0
CHITINt,0.0
CHITOSt,0.0
D_LACt,0.0
growth,0.07535196237252256
L_LACt,0.0
PIt2g,0.0
ATPtg_H,0.0
GTHOXtm,0.0
H2Stm,0.0
NCAMtm,0.0
ACHMStm,0.0
HOMtm,0.0
OROTtm,0.0
METtm,0.0
TRPtm,0.0
TYRtm,0.0
CYStm,0.0
Stm,0.0
1PYR5Ctm,0.022520379812372236
4MOPtm,-0.03442189368523783
METHFtm,0.0
GTHRDtm,0.0
ACSERtm,0.0
ACORNtm,0.0
ACACtm,0.0
NADtm,0.0
MALSUCCtm,0.0
AKGMALtm,2.7609009622504357
FEt1m,0.0
DHORtm,0.0
THRtm,0.0
2HETHPPtm,0.0
2MOPtm,0.0
ACCOAtm,0.0
ALACtm,0.0
CBPtm,0.0
CPPPG3tm,0.0
HCITtm,0.0
LCADtm,0.0
LKYNRtm,0.0
SERtm,0.0
TTC_GGDPtm,0.0
23DHMPtm,0.0
CRNCAR8tp,0.0
B2COAtp,-0.051555532963430156
CITtp,0.0
AKGMALtp,0.0
FA183COAabcp,0.0
FA240COAabcp,0.0
FA260COAabcp,0.0
DHAtv,0.0
GTPGDPtv,0.0
MANtv,0.0
GTPtv,0.0
DHAPtv,0.0
ODCALOR,0.0
34HPPOR,0.0
ASPGLUtp,0.0
CO2tg,0.0
CRNCARtp,0.10311106592686031
DHFtm,7.221571603518995e-05
FLDO,0.0
FTHFCLm,0.0
FUMAC,0.0
G5SADsm,0.022520379812372236
GLUN,0.0
HGNTOR,0.0
MACACI,0.0
NADN,0.0
NADPPPS,-7.535196244051745e-08
NH4tp,0.0
NTD1,0.0
NTD11,0.0
NTD6,0.0
NTD8,0.0
NTD9,0.0
NTP3,0.0
P5CDm,0.0
PEtg_SC,0.0
PROtm,0.0
PStg_SC,0.0
QULNS,1.5070392459914226e-07
SERAT,0.0
PHOSPHOLIPIDS,0.0006490968742693839
PROTEINS,0.036922461562536056
CARBOHYDRATES,0.024866147582932447
RNA,0.004370413817606309
DNA,7.535196237252256e-05
COF,0.07535196237252256
BIOMASS,0.0
HEXDPtm,0.0
PItv,0.0
ACACT9p,0.0
ACOAO9p,0.0
CERS124,0.0
CERS126,0.0
CERS224,1.2353439605163281e-05
CERS226,8.671307615851705e-06
FA182COAabcp,0.0
LGTHL,0.0
PDE1,0.0
PDE4,0.0
TREHe,0.0
PSERDv_PP,0.0
MNTt,0.0
METOHte,-1.24
ACPtm,0.0
METOHtx,1.24
O2tx,-0.6159748876395066
PStv_PP,0.0
PEtv_PP,0.0
CDPDGPm_PP,8.957536864917498e-06
13BGH,0.0
13GS,0.07621474234168794
2DHPtm,7.870957127814604e-06
3C3HMPtm,-0.03442189368523783
3DSPHR,2.8802399970780003e-05
3HAO,0.0
3MOBtm,-0.03656842438459356
3MOPtm,0.003860059836474583
4HBZtm,0.0
5AOPtm,0.0
AATA,0.0310863908948806
ABTA,0.0
L_ABTt,0.0
ABUTDm,0.0
ACACT1,0.0
ACACT4p,0.0
ACACT5p,0.0
ACACT6p,0.0
ACACT7p,0.0
ACACT8p,0.0
ACALDtm,0.0
ACCOACr,0.061675047376224715
ACGAM6PS,0.005097560254501151
ACGAMPM,0.005097560254501151
ACGKm,0.03287842147295708
ACGSm,0.0
ACLSm,0.07099031806983139
ACOAO4p,0.0
ACOAO5p,0.0
ACOAO6p,0.0
ACOAO7p,0.0
ACOAO8p,0.0
ACOATA,0.007861005570502531
ACOATAm,0.0
ACONT,0.0
ACONTm,0.21497937537135378
ACOTAim,0.03287842147295708
ACS,0.0
ACtm,0.0
ADCL,7.535196237459796e-08
ADCS,7.53519623780674e-08
ADK1m,0.0
ADMDC,0.0
ADNCYC,0.0
ADNK1,0.002788242862696119
ADPT,0.0
ADSK,0.007803610483318749
ADSL1r,0.014080551609942172
ADSL2r,0.007162678964977024
ADSS,0.014080551609942172
AGAT_PP,0.002959419277013407
AGPRim,0.03287842147295708
AHCi,0.002788242862696119
AHCYStm,-7.535196237286323e-08
AICART,0.017259681010037154
AIRCr,0.007162678964977023
AKGDbm,0.002537187135444835
AKP1,7.535196237459796e-08
ALASm,0.0
ALATA_L,-0.044710929915381156
ALATRS,0.0
ALCD19y,0.0
ALCD2x,0.0
ALDD19x,0.0
ALDD2xm,0.0
ALLTAHr,0.0
ALLTNr,0.0
ALLTNti,0.0
ALPHNH,0.0
AMETtm,7.535196237286323e-08
AMID3,0.0
AMPDA,0.0
ANPRT,0.0066463037250686936
ANS,0.0066463037250686936
AP4AHr,0.0
ARGN,0.0
ARGSL,0.028669260854827967
ARGSSr,0.028669260854827967
ARGTRS,0.0
ARGTRSm,0.0
ASADi,0.034118982175579564
ASNN,0.0
ASNS1,0.021924931638612855
ASNTRS,0.0
ASNTRSm,0.0
ASPCT,0.006930732591692828
ASPKi,0.034118982175579564
ASPTA,2.3502645191293077
ASPTAm,-2.4864429488814492
ASPTAp,0.0
ASPTRS,0.0
ASPTRSm,0.0
ATP2tp_H,0.0
ATPATF1,0.0
ATPM,1.96
ATPPRT,0.01009700204506013
ATPS3m,8.102658701031672
ATPS3v,0.0
ATPtp_H,0.0
BACCL,0.0
BPNT,0.007803610483318749
BTSr,0.0
C14STR,0.001868464849069019
C22STDS,0.0
C24STRer,0.0017389059358082792
C3STDH1,0.001868464849069019
C3STKR1,0.001868464849069019
C4STMO1,0.001868464849069019
C5STDS,0.0017389059358082792
C8STI,0.0017681975161976638
CATp,0.6240251123604934
CBPS,0.035599993446520796
CHLPCTD,0.0
CHOLK,0.0
CHORM,0.03566219374404811
CHORS,0.04230857282107918
CHRPL,0.0
CHTNS,0.005097560254501151
CITtam,0.04230857282107918
CITtcm,0.0
CLPNSm_PP,8.957536864917498e-06
CO2t,-1.773300261349482
CO2tm,-0.816938655162168
CO2tv,0.0
CPPPGO,0.0
CRNCARtm,0.0
CSm,0.21497937537135378
CSNATm,0.0
CSNATp,0.10311106592686031
CSNATr,-0.10311106592686031
CSND,0.0
CSp,0.0
CTPS1,0.0034342231926703178
CYSS,0.0
CYSTGL,0.0
CYSTL,0.0032001089019862306
CYSTRS,0.0
CYSTS,0.0
CYTD,0.0
CYTDK2,0.0
CYTK1,-0.002756337383744403
CYTK2,0.0
DADK,-7.250959145909468e-05
DAGCPT_PP,0.0
DAGPYP_PP,0.0022734366421082804
DAGPYPer_PP,0.0
DB4PS,3.014078494900902e-07
DCMPDA,-5.07813572096498e-05
DDPA,0.0
DGK1,-5.0655460923109544e-05
DHAD1m,0.07099031806983139
DHAD2m,0.025277343823645663
DHAK,0.5779467499704287
DHAPtm,0.0
DHFRi,5.27464003306999e-07
DHFS,7.535196237459796e-08
DHNPAm,7.535196237459796e-08
DHORTS,-0.006930732591692828
DHQS,0.04230857282107918
DHQTi,0.04230857282107918
DIPS,0.0
D_LACDm,0.0
D_LACt2,0.0
DMATT,0.0037553308191518825
DOLPMTcer,0.02561213201042042
DPCOAK,7.870957127814604e-06
DPMVD,0.011265992457455647
DPR,0.0
DTMPK,0.0
DURIPP,0.0
DUTPDP,0.0
ECOAH11p,0.0
ECOAH4p,0.0
ECOAH5p,0.0
ECOAH6p,0.0
ECOAH7p,0.0
ECOAH8p,0.0
EHGLAT,0.0
ENO,0.9797660910571482
ETHAK,0.0
ETHAPT_PP,0.0
ETOHt,0.0
ETOHtm,0.0
FA120ACPH,0.0
FA140ACPH,0.0
FA140COAabcp,0.0
FA160ACPH,0.0
FA160COAabcp,0.0
FA180ACPH,0.0
FA180COAabcp,0.0
FA181COAabcp,0.0
FACOAL160,0.0
FACOAL181,0.0
FACOAL182,0.0
FADFMNtm,0.0
FBA,0.0
FBP,0.0
FBP26,0.0
FCLTm,0.0
FDH,0.6639222423423768
FE2t,0.0
FKYNH,0.0
FMETTRSm,0.0
FMNAT,7.535196237252256e-08
FORt,0.0
FRTT,0.0
FTHFCL,0.0
FTHFLi,0.0
FUM,0.049912491429747165
FUMm,0.002537187135443819
G3PD1ir,0.0029683768138783245
G3PD1irm,0.0
G3PDm,0.0
G3PT,0.0
G5SADr,0.0
G5SD,0.0
G6PDH2,0.44383785589490055
GALU,0.1207563571969801
GAPD,1.0763834895280617
GARFTi,0.007162754316939394
GAT2_PP,0.0
GCCam,0.0
GCCbim,0.0
GCCcm,0.0
GF6PTA,0.005097560254501151
GHMT2r,0.04439544386968883
GHMT2rm,0.0
GK1,5.088151681023178e-05
GLCGSD,0.0
GLCP,0.0
GLCS2,0.0439882150742075
GLCtv,0.0
GLNS,0.1354396738380462
GLNTRS,0.0
GLPT,0.0
GLU5K,0.0
GLUCYS,0.0
GLUDC,-7.535196237112851e-08
GLUDxi,0.0
GLUDyi,0.6443772125042098
GLUPRT,0.007162754316939394
GLUSx,0.0
GLUTRS,0.0
GLUTRSm,0.0
GLYC3Ptmc,8.957536864917498e-06
GLYCt,0.0
GLYK,0.0
GLYOX,0.0
GLYTRS,0.0
GMPS2,0.0031791294000949816
GND,0.44383785589490055
GPDDA1,0.0
GRTT,0.0037553308191518825
GTHO,0.0
GTHOm,0.0
GTHPm,0.0
GTHS,0.0
GTPCII,1.507039247450451e-07
GTPH1,0.0
GUAD,0.0
GUAPRT,0.0
H2Ot,-4.642949918081803
H2Otm,-11.100636058406689
H2Otp,-1.1803942423155833
H2Otv,0.0
HACD10p,0.0
HACD4p,0.0
HACD5p,0.0
HACD6p,0.0
HACD7p,0.0
HACD8p,0.0
HACNHm,0.08264192385831076
HCITSm,0.08264192385831076
HCYSMT,0.0
HETZK,0.0
HEX1,0.72
HEX4,0.0
HEX7,0.0
HISTP,0.01009700204506013
HISTRS,0.0
HISTRSm,0.0
HKYNH,0.0
HMBS,0.0
HMGCOAR,-0.011265992457455647
HMGCOAS,0.0
HMGCOAtm,-0.011265992457455647
HPPKm,0.0
HPROa,0.0
HSDxi,0.034118982175579564
HSDyi,0.0
HSERTA,0.0
HSK,0.034118982175579564
HSTPT,0.01009700204506013
HXPRT,0.0
ICDHy,0.0
ICL,0.0
GCALDD,1.5070392474572647e-07
GLYCLTDy,-1.5070392474572647e-07
IG3PS,0.01009700204506013
IGPDH,0.01009700204506013
IGPS,0.0066463037250686936
ILETA,0.003860059836474583
ILETRS,0.0
ILETRSm,0.0
IMPC,-0.017259681010037154
IMPD,0.0031791294000949816
IPDDI,0.0037553308191518825
IPMD,0.03442189368523783
IPPMIa,-0.03442189368523783
IPPMIb,-0.03442189368523783
IPPS,0.0
KARA1im,0.07099031806983139
KYN,0.0
KYN3OX,0.0
LEUTA,-0.03442189368523783
LEUTRS,0.0
LEUTRSm,0.0
LNS14DM,0.0
LNSTLS,0.0018776654095759412
LYSTRS,0.0
LYSTRSm,0.0
MALS,0.0
MALSp,0.0
MALtm,0.0
MAN1PT,0.0
MAN6PI,-0.02562612857714955
MCITDm,0.08264192385831076
MCOATA,0.03930502785251266
MCOATAm,0.0
MDH,-2.617124365036178
MDHm,2.701422324252803
MDHp,-0.051555532963430156
MDRPD,0.0
ME1m,0.019707252311997325
METAT,0.002788242862696119
METS,0.005988276412719979
METTRS,0.0
METTRSm,0.0
MEVK1,0.008509655073711243
MI1PP,0.0
MOHMT,7.870957127814604e-06
MTHFD,0.038326628671764916
MTHFD2i,0.0
MTHFDm,0.0
MTHFR3,0.005988276412719979
MTRI,0.0
NADK,0.0
NADKm,0.0
NADS1,1.5070392459914226e-07
NAPRT,0.0
NAPRTm,0.0
NDP3,0.0
NDPK1,0.01408077766582929
NDPK2,0.12928814064415156
NDPK3,0.0
NDPK4,0.0
NDPK5,0.0
NDPK6,0.0
NDPK7,0.0
NDPK8,0.0
NH4t,0.7833018155401734
NH4tm,0.0
NMNAT,0.0
NMNATm,0.0
NNAMr,0.0
NNAMrm,0.0
NNAT,1.5070392459914226e-07
NNATm,0.0
NNDPR,1.5070392459914226e-07
NTD4,0.0
NTRLASE,0.0
O2t,2.2724705875063385
O2tm,1.6224253392221542
OAAt2m,0.0
OCBTi,0.028669260854827967
OCDCEAt,0.0
OMCDC,0.0
OMPDC,0.006930732591692828
ORNDC,0.0
ORNt3m,0.03287842147295708
ORNTA,0.0
ORNTACim,0.03287842147295708
ORPT,-0.006930732591692828
PANTS,7.870957127814604e-06
PAPSR,0.007803610483318749
PC,0.3184153788703008
PDHcm,0.36837835742271413
PETHCT,0.0
PETOHM_PP,0.00032883247650486994
PFK,0.0
PFK26,0.0
PGCD,0.09661739847091352
PGI,0.15479068925069417
PGK,-1.0763834895280617
PGL,0.44383785589490055
PGM,-0.9797660910571482
PGMT,-0.1207563571969801
PGPPAm_PP,8.957536864917498e-06
PHCDm,0.0
PHETA1,-0.02045272196487022
PHETRS,0.0
PHETRSm,0.0
PI45BPP_PP,0.0
PI45BP5P,0.0
PIN3K_PP,0.0
PINOS_PP,6.804241060067333e-05
PIt2r,0.014795286809749397
PMANM,-0.02562612857714955
PMDPHT,1.507039247450451e-07
PMEVK,0.011265992457455647
PMPK,7.535196237112851e-08
PNTK,7.870957127814604e-06
PPA,0.2663781264529455
PPAm,1.7915073729834995e-05
PPBNGS,0.0
PPCDC,7.870957127814604e-06
PPCK,0.0
PPM,0.0
PPND2,0.015209471779177891
PPNDH,0.02045272196487022
PPPG9tm,0.0
PPPGOm,0.0
PRAGSr,0.007162754316939394
PRAIi,0.0066463037250686936
PRAIS,0.007162754316939394
PRAMPC,0.01009700204506013
PRASCS,0.007162678964977023
PRATPP,0.01009700204506013
PRFGS,0.007162754316939394
PRMICIi,0.01009700204506013
PRO1xm,0.0
PROTRS,0.0
PRPPS,0.030836943382685646
PSCVTi,0.04230857282107918
PSERT,0.09661739847091352
PSP_L,0.09661739847091352
PSPHS,2.1024747221014986e-05
PTPATi,7.870957127814604e-06
PUNP1,0.0
PUNP2,0.0
PUNP3,0.0
PUNP4,0.0
PUNP5,0.0
PUNP6,0.0
PYK,0.8951489454149899
PYRDC,0.0
RBFK,1.507039247450451e-07
RBFSa,3.014078494900902e-07
RBFSb,1.507039247450451e-07
RBK,0.0
RNDR1,7.250959145909468e-05
RNDR2,5.0655460923109544e-05
RNDR3,0.0
RNDR4,0.00012344918528577216
RPE,0.4538797495513852
RPI,0.01004219506433418
SACCD1,0.0310863908948806
SACCD2,0.0310863908948806
SADT,0.0
SAM24MT,0.0017974890965870485
SBPP1er,0.0
SBT_Dt,0.0
SERD_L,0.0
SERPT,2.8802399970780003e-05
SERTRS,0.0
SFGTH,0.6620532500295713
SHCHF,0.0
SHK3D,0.04230857282107918
SHKK,0.04230857282107918
SLCBK1,0.0
SLCBK2,0.0
SO4ti,0.007803610483318749
SPMS,0.0
SPRMS,0.0
SQLErx,0.0018776654095759412
SQLEr,0.0
SQLS,0.0018776654095759412
SSALy,0.0
SUCCtm,0.0
SUCD1m,0.0
SUCD3_u6m,0.0
SUCFUMtm,0.0
SUCOASm,-0.002537187135444835
SULR,-0.007803610483318749
TALA,-0.040879213798982156
TAUDO,0.0
THFATm,0.0
THFGLUS,0.0
THMP,7.535196237252256e-08
THRAi,0.0
THRD_L,0.0
THRS,0.034118982175579564
THRTRS,0.0
THRTRSm,0.0
TKT1,-0.040879213798982156
TKT2,-0.08318778662006135
TMDPK,0.0
TMDS,7.266782807612235e-05
TMPPP,7.535196237112851e-08
TPI,0.5749782224526259
TRDR,0.0
TRE6PP,0.0005470552468245138
TRE6PS,0.0005470552468245138
TREH,0.0
TREt2v,0.0
TRIGS_PP,0.0015074365029960793
TRPO2,0.0
TRPS1,0.0066463037250686936
TRPTRS,0.0
TRPTRSm,0.0
TYRTAi,0.015209471779177891
TYRTRS,0.0
TYRTRSm,0.0
UDPACGLP,0.005097560254501151
UGLYCHr,0.0
UMPK,0.003557672377956095
UNK3,0.0
UPP3MT,0.0
UPP3S,0.0
UPPDC1,0.0
UPPRT,0.0
UREASE,0.0
URIDK2r,-0.00012344918528577216
URIK1,0.0
URIK2,0.0
VALTA,-0.036560553427465746
VALTRS,0.0
VALTRSm,0.0
XYLK,0.0
CCP2m,0.0
CYOOm,1.6224253392221542
L_LACD2cm,0.0
D_LACDcm,0.0
AGTi,1.5070392474572647e-07
MCITL2m,0.0
AOD,1.24
UTPH1,0.0
ACCOACrm,0.0
ALCD2irm,0.0
GAT1_PP,0.002959419277013407
ALDD22x,0.0
MCITSm,0.0
PLD_PP,0.0
LPCAT_PP,0.0
PMETM_PP,0.00032883247650486994
TAGL_PP,0.0
PPYRDC,0.0
DAS,0.5779467499704287
EPISTAT_PP,5.761549690613841e-06
ERGSTAT_PP,0.0003420366133639409
FECOSTAT_PP,5.761549690613841e-06
LANOSTAT_PP,1.8097175310261422e-06
ZYMSTAT_PP,1.3960678096487383e-05
ZYMSTESTH_PP,0.0
DASYN_PP,0.000652099778068265
PSERS_PP,0.0005840573674675918
PSERDg_PP,0.0
PSERDm_PP,0.0005421906190772165
ERGSTGLCT,0.0
EPISTESTH_PP,0.0
ERGSTESTH_PP,0.0
FECOSTESTH_PP,0.0
LANOSTESTH_PP,0.0
2HMHMBQMTm,7.535196237286323e-08
LALDO3,0.0
ADHAPR_PP,0.0
CYSTGS,0.0
PIN4K_PP,0.0
MFAPS_PP,0.00032883247650486994
PI4P5K_PP,0.0
3MOPDC,0.0
SHCHD,0.0
3DH5HPBMTm,0.0
2HP6MPMOm,0.0
2HPMBQMTm,0.0
2HPMMBQMOm,0.0
HBZOPT6m,0.0
3OPHB5Hm,0.0
3HPH5MBDCm,0.0
POLYAO3,0.0
ACtr,0.0
PYRt,0.0
ASPGLU2m,2.4864429488814492
GTPt2m,0.0
2OBUTtm,0.025277343823645663
ALAtmi,0.0
2PHETOHtm,0.0
PStm_PP,0.0005421906190772165
COAtim,0.011265992457455671
PEtm_PP,-0.0005421906190772165
UTPtm,0.0
ILEtmi,0.029137403660120246
DHAtx,0.5779467499704287
G3Ptx,0.5779467499704287
FALDtx,0.6620532500295713
XU5Ptx,0.5779467499704287
HISt6,0.0
ILEt7,0.0
LCYSTintv,0.0
LEUt7,0.0
LYSt6,0.0
TYRt6,0.0
TYRt7,0.0
GLCNtv,0.0
ARGt6,0.0
ASNt7,0.0
ASPt7,0.0
GLNt7,0.0
GTHRDabcv,0.0
PIt5m,0.0
Ht,-0.8309241498234075
Ex_h2o,4.642949918081803
Ex_tre,0.0
Ex_glc_D,-0.72
Ex_asn_L,0.0
Ex_nh4,-0.7833018155401734
Ex_asp_L,0.0
Ex_fmn,0.0
Ex_pi,-0.014795286809749397
Ex_ribflv,0.0
Ex_thmpp,0.0
Ex_h,0.8161287876616957
Ex_thm,0.0
Ex_pc_SC,0.0
Ex_faR,0.0
Ex_1agpc_SC,0.0
Ex_epistest_SC,0.0
Ex_epist,0.0
Ex_ergstest_SC,0.0
Ex_ergst,0.0
Ex_fecostest_SC,0.0
Ex_fecost,0.0
Ex_lanostest_SC,0.0
Ex_lanost,0.0
Ex_zymstest_SC,0.0
Ex_zymst,0.0
Ex_thmmp,0.0
Ex_chitin,0.0
Ex_chitos,0.0
Ex_ac,0.0
Ex_g3pc,0.0
Ex_13BDglcn,0.0
Ex_ptd1ino_SC,0.0
Ex_g3pi,0.0
Ex_alltn,0.0
Ex_o2,-2.2724705875063385
Ex_so4,-0.007803610483318749
Ex_no3,0.0
Ex_s,0.0
Ex_ocdcea,0.0
Ex_glyc,0.0
Ex_sbt_D,0.0
Ex_mnl,0.0
Ex_fe2,0.0
Ex_co2,1.773300261349482
Ex_lac_D,0.0
Ex_etoh,0.0
Ex_meoh,-1.24
Ex_for,0.0
Ex_pyr,0.0
Ex_2hb,0.0
Ex_2mbac,0.0
Ex_2mbald,0.0
Ex_2mbtoh,0.0
Ex_2mppal,0.0
Ex_2phetoh,0.0
Ex_3c3hmp,0.0
Ex_3mbald,0.0
Ex_3mop,0.0
Ex_4abz,0.0
Ex_5aop,0.0
Ex_8aonn,0.0
Ex_abt,0.0
Ex_4abut,0.0
Ex_acald,0.0
Ex_aces,0.0
Ex_ACP,0.0
Ex_ade,0.0
Ex_adn,0.0
Ex_mal_L,0.0
Ex_akg,0.0
Ex_ala_D,0.0
Ex_ala_L,0.0
Ex_alltt,0.0
Ex_amet,0.0
Ex_arab_D,0.0
Ex_arab_L,0.0
Ex_arg_L,0.0
Ex_btd_RR,0.0
Ex_btn,-7.535196237252256e-08
Ex_chol,0.0
Ex_cit,0.0
Ex_crn,0.0
Ex_csn,0.0
Ex_cys_L,0.0
Ex_cytd,0.0
Ex_dad_2,0.0
Ex_dann,0.0
Ex_dcyt,0.0
Ex_dgsn,0.0
Ex_din,0.0
Ex_dttp,0.0
Ex_duri,0.0
Ex_etha,0.0
Ex_fru,0.0
Ex_fum,0.0
Ex_gal,0.0
Ex_gam6p,0.0
Ex_gcald,0.0
Ex_gln_L,0.0
Ex_glu_L,0.0
Ex_glx,0.0
Ex_gly,0.0
Ex_biomass,0.07535196237252256
Ex_gsn,0.0
Ex_gthox,0.0
Ex_gthrd,0.0
Ex_gua,0.0
Ex_hdca,0.0
Ex_hdcea,0.0
Ex_his_L,0.0
Ex_hxan,0.0
Ex_iamac,0.0
Ex_iamoh,0.0
Ex_ibutac,0.0
Ex_ibutoh,0.0
Ex_id3acald,0.0
Ex_ile_L,0.0
Ex_ind3eth,0.0
Ex_ins,0.0
Ex_inost,0.0
Ex_k,0.0
Ex_leu_L,0.0
Ex_lac_L,0.0
Ex_lys_L,0.0
Ex_malt,0.0
Ex_man,0.0
Ex_melib,0.0
Ex_met_L,0.0
Ex_mmet,0.0
Ex_nac,0.0
Ex_nadp,0.0
Ex_na1,0.0
Ex_Nbfortyr,0.0
Ex_nmn,0.0
Ex_oaa,0.0
Ex_ocdca,0.0
Ex_ocdcya,0.0
Ex_orn,0.0
Ex_pacald,0.0
Ex_pap,0.0
Ex_pheac,0.0
Ex_D_Phenylalanine,0.0
Ex_phe_L,0.0
Ex_pnto_R,0.0
Ex_pro_L,0.0
Ex_ptrc,0.0
Ex_sbt_L,0.0
Ex_ser_L,0.0
Ex_so3,0.0
Ex_spmd,0.0
Ex_sprm,0.0
Ex_srb_L,0.0
Ex_succ,0.0
Ex_sucr,0.0
Ex_taur,0.0
Ex_thymd,0.0
Ex_thr_L,0.0
Ex_thym,0.0
Ex_trp_L,0.0
Ex_ttdca,0.0
Ex_tyr_L,0.0
Ex_ura,0.0
Ex_urea,0.0
Ex_uri,0.0
Ex_val_L,0.0
Ex_xan,0.0
Ex_xtsn,0.0
Ex_xyl_D,0.0
Ex_xylt,0.0
Ex_pectin,0.0
Ex_galur,0.0
NADPH2_u6cm,0.0
D_ABTt,0.0
Ex_abt_D,0.0
RU5PP,0.0
DABTDHR,0.0
RBK_D,0.0
DABTDEH,0.0
Htr,0.00361657134538422
FAS1_4,0.007861005570502531
FAS1_6,0.007861005570502531
FAS1_8,0.007861005570502531
FAS1_10,0.007861005570502531
FAS1_12,0.007861005570502531
FAS1_14,0.0
FAS1_16,0.0
FAS1_18,0.0
FAS2_4,0.007861005570502531
FAS2_6,0.007861005570502531
FAS2_8,0.007861005570502531
FAS2_10,0.007861005570502531
FAS2_12,0.007861005570502531
FAS2_14,0.0
FAS2_16,0.0
FAS2_18,0.0
FAS3_4,0.007861005570502531
FAS3_6,0.007861005570502531
FAS3_8,0.007861005570502531
FAS3_10,0.007861005570502531
FAS3_12,0.007861005570502531
FAS3_14,0.0
FAS3_16,0.0
FAS3_18,0.0
FAS4_4,0.007861005570502531
FAS4_6,0.007861005570502531
FAS4_8,0.007861005570502531
FAS4_10,0.007861005570502531
FAS4_12,0.007861005570502531
FAS4_14,0.0
FAS4_16,0.0
FAS4_18,0.0
FAS5_12,0.007861005570502531
FAS5_14,0.0
FAS5_16,0.0
FAS5_18,0.0
FAE1_14,0.007861005570502531
FAE1_16,0.007829823149840948
FAE1_18,0.006482715571443356
FAE1_20,5.2207167882597286e-05
FAE1_22,5.2207167882597286e-05
FAE1_24,5.2207167882597286e-05
FAE1_26,3.9853728277434005e-05
FAE2_14,0.007861005570502531
FAE2_16,0.007829823149840948
FAE2_18,0.006482715571443356
FAE2_20,5.2207167882597286e-05
FAE2_22,5.2207167882597286e-05
FAE2_24,5.2207167882597286e-05
FAE2_26,3.9853728277434005e-05
FAE3_14,0.007861005570502531
FAE3_16,0.007829823149840948
FAE3_18,0.006482715571443356
FAE3_20,5.2207167882597286e-05
FAE3_22,5.2207167882597286e-05
FAE3_24,5.2207167882597286e-05
FAE3_26,3.9853728277434005e-05
FAE4_14,0.007861005570502531
FAE4_16,0.007829823149840948
FAE4_18,0.006482715571443356
FAE4_20,5.2207167882597286e-05
FAE4_22,5.2207167882597286e-05
FAE4_24,5.2207167882597286e-05
FAE4_26,3.9853728277434005e-05
fabAA,0.0
fabRNA,0.0
fabDNA,0.0
pFAB,0.0
fabt,0.0
Ex_fab,0.0
PROTEINSglycmet05,0.0
PROTEINSglycmet16,0.0
BIOMASS8020,0.0
BIOMASS6040,0.0
BIOMASS4060,0.0
BIOMASS8020b,0.0
BIOMASS6040b,0.0
BIOMASS4060b,0.0
rolAA,0.020273710699159054
rolRNA,6.1004144531070374e-05
rolDNA,5.775059015607995e-07
pROL,0.020334714843690125
ROLt,0.020334714843690125
Ex_rol,0.020334714843690125
FA200COAabcp,0.0
FA220COAabcp,0.0
H2Otg,0.0
RMNt,0.0
RMNDH,0.0
RHAMLAC,0.0
RHAMDH,0.0
KDRALD,0.0
Ex_rmn,0.0
DHAKx,0.0
FBAx,0.0
FBPx,0.0
TKT2x,0.0
FBA3x,0.0
SHBPH,0.0
TKT1x,0.0
RPIx,0.0
RPEx,0.0
DHAPtx,0.0
FA140tpc,0.0
FA141tpc,0.0
FA160tpc,0.0
FA161tpc,0.0
FA180tpc,0.0
FA181tpc,0.0
FA182tpc,0.0
FA183tpc,0.0
FA260tpc,0.0
LIPIDS_glyc,0.0
PROTEINS_glyc,0.0
STEROLS_glyc,0.0
BIOMASS_glyc,0.0
LIPIDS_meoh,0.0
PROTEINS_meoh,0.0
STEROLS_meoh,0.0
BIOMASS_meoh,0.0
biomass_glc_meoh_60/40,0.07535196237252256
